Txn Ref Number,Account Number,Date Time,Description,Withdrawals,Credit
TXN4001412,957129235,15-09-2025 13:11,Online Shopping - Flipkart,4436.19,
TXN4001413,924583611,25-02-2025 12:26,Mutual Fund SIP,1801.39,
TXN4001414,924583611,12-07-2025 09:20,Grocery Purchase,1513.17,
TXN4001415,305218736,03-07-2025 09:20,Cash Deposit,,9273.86
TXN4001416,924583611,16-10-2025 18:01,Swiggy Instamart,328.91,
TXN4001417,259331851,03-03-2025 22:30,Insurance Premium,2668.71,
TXN4001418,957129235,30-05-2025 23:37,Refund - Online Purchase,,1823.81
TXN4001419,259331851,31-01-2025 03:00,Subscription Renewal,1359.94,
TXN4001420,259331851,06-07-2025 03:41,UPI Payment,2095.04,
TXN4001421,192139634,14-06-2025 17:27,Swiggy Instamart,450.76,
TXN4001422,924583611,19-09-2025 03:13,Online Shopping - Flipkart,3935.48,
TXN4001423,305218736,29-06-2025 22:33,Restaurant Bill,2800.23,
TXN4001424,957129235,06-06-2025 10:36,Investment Dividend,,4448.61
TXN4001425,573064860,07-06-2025 12:53,Transfer to Friend,5041.84,
TXN4001426,957129235,21-09-2025 21:55,Freelance Payment,,10099.28
TXN4001427,305218736,13-04-2025 00:06,Restaurant Bill,2723.88,
TXN4001428,560058708,28-06-2025 22:45,Online Shopping - Flipkart,4080.56,
TXN4001429,924583611,17-10-2025 00:59,Fuel Expense,522.73,
TXN4001430,578818953,07-08-2025 02:56,Restaurant Bill,3871.52,
TXN4001431,560058708,29-07-2025 13:58,Cash Deposit,,57805.90
TXN4001432,924583611,24-04-2025 15:04,Salary Deposit,,47439.05
TXN4001433,544914915,11-05-2025 06:59,Refund - Online Purchase,,2119.73
TXN4001434,957129235,26-09-2025 09:52,Freelance Payment,,8403.92
TXN4001435,573064860,26-10-2025 23:02,Salary Deposit,,96797.09
TXN4001436,259331851,23-01-2025 22:44,Fuel Expense,3893.10,
TXN4001437,957129235,12-08-2025 04:34,Zomato Order,1355.47,
TXN4001438,635153307,17-10-2025 02:59,Zomato Order,1476.40,
TXN4001439,957129235,12-06-2025 10:00,Fuel Expense,514.97,
TXN4001440,560058708,07-09-2025 03:57,Interest Credit,,337.08
TXN4001441,305218736,25-03-2025 14:06,Zomato Order,732.81,
TXN4001442,573064860,05-01-2025 08:21,Salary Deposit,,87832.04
TXN4001443,635153307,15-04-2025 06:56,Fuel Expense,2769.03,
TXN4001444,305218736,11-06-2025 16:05,UPI Payment,123.73,
TXN4001445,305218736,12-06-2025 10:51,Subscription Renewal,623.44,
TXN4001446,259331851,12-09-2025 21:14,Zomato Order,388.72,
TXN4001447,573064860,03-10-2025 11:01,Transfer to Friend,15235.23,
TXN4001448,635153307,29-07-2025 19:06,Zomato Order,1324.34,
TXN4001449,305218736,12-04-2025 11:03,Mutual Fund SIP,5455.32,
TXN4001450,957129235,07-03-2025 17:01,Interest Credit,,396.32
TXN4001451,957129235,26-02-2025 12:04,Salary Deposit,,47068.19
TXN4001452,192139634,18-06-2025 17:52,Subscription Renewal,735.36,
TXN4001453,560058708,10-02-2025 06:03,Online Shopping - Amazon,1512.17,
TXN4001454,305218736,31-05-2025 06:58,Online Shopping - Amazon,760.15,
TXN4001455,305218736,30-04-2025 06:01,Transfer to Friend,16385.32,
TXN4001456,635153307,26-07-2025 23:38,Subscription Renewal,698.38,
TXN4001457,578818953,08-02-2025 07:44,Online Shopping - Flipkart,1131.11,
TXN4001458,560058708,16-07-2025 01:09,Freelance Payment,,26465.84
TXN4001459,957129235,02-06-2025 18:42,UPI Payment,217.83,
TXN4001460,259331851,02-01-2025 00:07,Subscription Renewal,688.90,
TXN4001461,573064860,03-04-2025 09:50,ATM Withdrawal,17563.45,
TXN4001462,259331851,31-05-2025 14:49,Freelance Payment,,22572.03
TXN4001463,635153307,28-08-2025 10:39,Subscription Renewal,797.33,
TXN4001464,578818953,07-07-2025 00:38,Utility Bill - Electricity,1758.82,
TXN4001465,635153307,03-02-2025 09:13,Interest Credit,,434.17
TXN4001466,635153307,23-01-2025 02:42,Salary Deposit,,87158.04
TXN4001467,259331851,14-02-2025 01:49,Investment Dividend,,2775.01
TXN4001468,259331851,28-05-2025 04:30,Mutual Fund SIP,1059.32,
TXN4001469,578818953,19-02-2025 12:32,Insurance Premium,12063.51,
TXN4001470,635153307,04-06-2025 00:25,Refund - Online Purchase,,3895.12
TXN4001471,192139634,11-07-2025 12:32,Refund - Online Purchase,,1554.26
TXN4001472,573064860,26-03-2025 05:05,Salary Deposit,,81972.46
TXN4001473,635153307,30-09-2025 14:01,Investment Dividend,,10951.71
TXN4001474,305218736,22-07-2025 05:09,Transfer to Friend,10474.78,
TXN4001475,578818953,27-02-2025 04:11,Restaurant Bill,1658.70,
TXN4001476,544914915,26-06-2025 05:53,Zomato Order,1334.27,
TXN4001477,635153307,19-04-2025 23:06,Salary Deposit,,54175.09
TXN4001478,573064860,30-06-2025 15:47,Freelance Payment,,7027.70
TXN4001479,924583611,23-08-2025 13:23,Interest Credit,,159.57
TXN4001480,635153307,02-03-2025 13:30,Swiggy Instamart,670.75,
TXN4001481,305218736,03-03-2025 09:06,Transfer to Friend,1088.22,
TXN4001482,635153307,22-04-2025 09:44,Salary Deposit,,66893.89
TXN4001483,578818953,24-06-2025 05:31,Cash Deposit,,51418.68
TXN4001484,259331851,16-09-2025 20:04,Mutual Fund SIP,2811.30,
TXN4001485,578818953,26-02-2025 15:28,Transfer to Friend,18282.65,
TXN4001486,635153307,05-06-2025 15:02,Refund - Online Purchase,,4208.15
TXN4001487,957129235,05-03-2025 17:52,Utility Bill - Electricity,2603.50,
TXN4001488,635153307,08-07-2025 17:49,Swiggy Instamart,472.63,
TXN4001489,573064860,02-08-2025 19:44,Investment Dividend,,7903.18
TXN4001490,578818953,27-10-2025 08:04,Restaurant Bill,2988.61,
TXN4001491,573064860,03-07-2025 21:55,UPI Payment,661.23,
TXN4001492,573064860,06-01-2025 05:56,Zomato Order,490.59,
TXN4001493,573064860,18-06-2025 08:57,Online Shopping - Amazon,1263.17,
TXN4001494,305218736,14-10-2025 01:13,Online Shopping - Amazon,5028.73,
TXN4001495,578818953,28-04-2025 05:38,ATM Withdrawal,1911.33,
TXN4001496,544914915,10-08-2025 19:48,Transfer to Friend,15524.40,
TXN4001497,560058708,04-03-2025 04:14,Interest Credit,,235.05
TXN4001498,573064860,08-08-2025 00:05,Refund - Online Purchase,,5919.02
TXN4001499,635153307,25-08-2025 08:51,Online Shopping - Flipkart,1505.65,
TXN4001500,957129235,11-03-2025 13:08,Fuel Expense,3909.29,
TXN4001501,305218736,10-01-2025 16:58,Utility Bill - Electricity,1626.52,
TXN4001502,578818953,30-04-2025 08:02,Cash Deposit,,4399.41
TXN4001503,924583611,13-04-2025 19:09,Subscription Renewal,836.39,
TXN4001504,924583611,18-04-2025 16:52,Refund - Online Purchase,,720.04
TXN4001505,259331851,30-04-2025 03:21,UPI Payment,2910.08,
TXN4001506,924583611,31-01-2025 06:50,Online Shopping - Amazon,5376.37,
TXN4001507,259331851,19-08-2025 11:53,Transfer to Friend,20266.62,
TXN4001508,560058708,14-05-2025 18:53,Insurance Premium,10305.11,
TXN4001509,635153307,19-05-2025 15:05,Insurance Premium,9774.28,
TXN4001510,305218736,01-10-2025 22:11,Cash Deposit,,25309.23
TXN4001511,924583611,03-07-2025 13:17,Insurance Premium,10226.17,
TXN4001512,578818953,03-08-2025 10:36,ATM Withdrawal,11530.60,
TXN4001513,635153307,15-05-2025 22:32,Mutual Fund SIP,13944.50,
TXN4001514,192139634,05-09-2025 23:48,UPI Payment,2391.11,
TXN4001515,305218736,05-02-2025 13:11,Zomato Order,1196.27,
TXN4001516,259331851,30-03-2025 23:22,UPI Payment,501.92,
TXN4001517,924583611,09-05-2025 05:36,Swiggy Instamart,1776.47,
TXN4001518,192139634,16-05-2025 19:42,Subscription Renewal,839.15,
TXN4001519,635153307,15-02-2025 07:44,Subscription Renewal,998.38,
TXN4001520,635153307,11-04-2025 06:28,Insurance Premium,2566.03,
TXN4001521,635153307,17-07-2025 10:37,ATM Withdrawal,7321.71,
TXN4001522,924583611,08-03-2025 12:59,Refund - Online Purchase,,2932.00
TXN4001523,573064860,22-08-2025 00:23,Salary Deposit,,44165.31
TXN4001524,192139634,19-05-2025 00:49,Salary Deposit,,70917.83
TXN4001525,560058708,15-05-2025 02:11,ATM Withdrawal,8115.90,
TXN4001526,573064860,07-01-2025 13:20,Mutual Fund SIP,6901.68,
TXN4001527,578818953,30-03-2025 13:15,Restaurant Bill,1672.22,
TXN4001528,259331851,29-04-2025 14:50,ATM Withdrawal,7841.82,
TXN4001529,305218736,16-10-2025 12:59,Interest Credit,,448.22
TXN4001530,635153307,19-10-2025 13:16,Transfer to Friend,11512.23,
TXN4001531,305218736,16-06-2025 16:54,Interest Credit,,184.13
TXN4001532,573064860,20-10-2025 22:45,Restaurant Bill,2856.45,
TXN4001533,635153307,15-08-2025 07:54,Restaurant Bill,1176.19,
TXN4001534,560058708,29-01-2025 22:47,Grocery Purchase,4186.25,
TXN4001535,578818953,04-10-2025 05:13,Transfer to Friend,14814.75,
TXN4001536,578818953,18-07-2025 08:13,Cash Deposit,,31402.83
TXN4001537,259331851,22-05-2025 01:55,Restaurant Bill,1566.03,
TXN4001538,305218736,31-08-2025 12:24,Investment Dividend,,5019.37
TXN4001539,259331851,20-01-2025 13:45,Fuel Expense,1530.80,
TXN4001540,192139634,21-09-2025 22:45,Transfer to Friend,13772.29,
TXN4001541,578818953,20-03-2025 00:07,Transfer to Friend,19001.59,
TXN4001542,573064860,09-09-2025 04:07,Salary Deposit,,49617.50
TXN4001543,560058708,15-03-2025 23:41,Online Shopping - Flipkart,1578.21,
TXN4001544,305218736,17-10-2025 04:16,Refund - Online Purchase,,2843.65
TXN4001545,924583611,08-05-2025 18:20,Investment Dividend,,4143.07
TXN4001546,192139634,06-06-2025 17:44,Interest Credit,,167.03
TXN4001547,192139634,14-09-2025 23:39,Zomato Order,472.06,
TXN4001548,957129235,28-06-2025 17:59,Subscription Renewal,633.03,
TXN4001549,573064860,10-07-2025 03:28,Zomato Order,690.20,
TXN4001550,544914915,03-09-2025 07:23,Freelance Payment,,8959.24
TXN4001551,544914915,17-05-2025 01:53,Mutual Fund SIP,1364.61,
TXN4001552,573064860,05-02-2025 23:37,Fuel Expense,3994.47,
TXN4001553,560058708,16-10-2025 20:15,Refund - Online Purchase,,2893.78
TXN4001554,259331851,22-04-2025 15:35,Salary Deposit,,80003.62
TXN4001555,924583611,13-08-2025 10:52,Transfer to Friend,2390.99,
TXN4001556,560058708,27-02-2025 14:34,Insurance Premium,5856.42,
TXN4001557,192139634,26-03-2025 16:30,Subscription Renewal,518.70,
TXN4001558,573064860,07-04-2025 12:51,Grocery Purchase,1235.59,
TXN4001559,635153307,25-06-2025 15:30,Online Shopping - Flipkart,3552.32,
TXN4001560,305218736,26-04-2025 19:25,ATM Withdrawal,19235.12,
TXN4001561,635153307,29-05-2025 05:36,Cash Deposit,,11215.64
TXN4001562,924583611,13-01-2025 06:46,Salary Deposit,,58827.35
TXN4001563,560058708,11-10-2025 17:46,Fuel Expense,2467.79,
TXN4001564,192139634,20-08-2025 19:14,Online Shopping - Flipkart,2456.86,
TXN4001565,305218736,27-06-2025 21:03,Online Shopping - Amazon,4423.09,
TXN4001566,578818953,07-08-2025 02:29,Interest Credit,,231.50
TXN4001567,573064860,28-09-2025 03:15,Utility Bill - Electricity,2191.09,
TXN4001568,573064860,25-02-2025 03:44,Fuel Expense,3208.68,
TXN4001569,924583611,15-05-2025 02:11,ATM Withdrawal,10183.37,
TXN4001570,573064860,16-04-2025 07:46,Subscription Renewal,519.27,
TXN4001571,578818953,09-02-2025 01:00,UPI Payment,2833.23,
TXN4001572,259331851,21-06-2025 22:28,Fuel Expense,3718.11,
TXN4001573,924583611,20-10-2025 14:07,Cash Deposit,,51707.23
TXN4001574,305218736,29-04-2025 04:21,Transfer to Friend,22925.93,
TXN4001575,957129235,07-06-2025 05:46,Cash Deposit,,41731.80
TXN4001576,259331851,13-10-2025 12:53,ATM Withdrawal,18529.13,
TXN4001577,578818953,09-03-2025 00:36,Cash Deposit,,6375.56
TXN4001578,924583611,24-06-2025 10:46,UPI Payment,2806.68,
TXN4001579,192139634,13-06-2025 07:16,Investment Dividend,,3223.81
TXN4001580,957129235,24-10-2025 09:25,Subscription Renewal,797.44,
TXN4001581,573064860,22-03-2025 08:33,Salary Deposit,,40123.02
TXN4001582,192139634,27-05-2025 00:53,UPI Payment,2981.90,
TXN4001583,305218736,09-10-2025 18:36,UPI Payment,2955.20,
TXN4001584,259331851,24-05-2025 19:13,ATM Withdrawal,7315.25,
TXN4001585,635153307,30-08-2025 02:47,Restaurant Bill,1877.65,
TXN4001586,573064860,09-08-2025 19:16,Transfer to Friend,12182.95,
TXN4001587,573064860,25-08-2025 15:43,UPI Payment,2101.21,
TXN4001588,573064860,25-07-2025 11:27,Freelance Payment,,27353.37
TXN4001589,924583611,09-01-2025 18:49,Mutual Fund SIP,11222.76,
TXN4001590,957129235,23-07-2025 13:53,Cash Deposit,,53638.17
TXN4001591,924583611,11-01-2025 23:52,UPI Payment,1742.13,
TXN4001592,259331851,21-08-2025 16:43,Transfer to Friend,18196.06,
TXN4001593,635153307,06-01-2025 12:34,Salary Deposit,,86681.32
TXN4001594,578818953,25-07-2025 15:48,Online Shopping - Amazon,1276.22,
TXN4001595,192139634,13-08-2025 05:38,Refund - Online Purchase,,1212.67
TXN4001596,578818953,13-09-2025 11:30,Insurance Premium,5964.37,
TXN4001597,560058708,16-04-2025 04:39,Restaurant Bill,2088.14,
TXN4001598,924583611,12-06-2025 08:30,Mutual Fund SIP,13724.66,
TXN4001599,924583611,09-09-2025 16:22,Grocery Purchase,1950.41,
TXN4001600,573064860,18-03-2025 08:06,Salary Deposit,,89659.30
TXN4001601,573064860,27-02-2025 20:26,Cash Deposit,,19531.01
TXN4001602,259331851,18-01-2025 17:29,Refund - Online Purchase,,4693.49
TXN4001603,573064860,16-05-2025 21:11,Transfer to Friend,13497.56,
TXN4001604,924583611,02-07-2025 18:59,Transfer to Friend,2890.73,
TXN4001605,578818953,05-07-2025 21:25,ATM Withdrawal,4000.46,
TXN4001606,192139634,20-10-2025 02:25,Grocery Purchase,1163.38,
TXN4001607,544914915,01-08-2025 10:59,Restaurant Bill,2754.38,
TXN4001608,544914915,22-01-2025 11:54,Utility Bill - Electricity,764.57,
TXN4001609,305218736,26-10-2025 14:44,Restaurant Bill,1394.79,
TXN4001610,578818953,04-04-2025 00:58,Insurance Premium,2817.99,
TXN4001611,544914915,23-05-2025 08:50,Grocery Purchase,3481.56,
TXN4001612,305218736,05-03-2025 02:40,Investment Dividend,,11267.41
TXN4001613,578818953,25-05-2025 23:02,Restaurant Bill,2920.58,
TXN4001614,259331851,02-05-2025 01:12,Subscription Renewal,700.26,
TXN4001615,259331851,02-05-2025 10:57,ATM Withdrawal,12420.17,
TXN4001616,635153307,01-05-2025 14:30,Interest Credit,,492.84
TXN4001617,573064860,19-04-2025 11:54,Investment Dividend,,10015.08
TXN4001618,924583611,08-10-2025 07:52,Grocery Purchase,2481.23,
TXN4001619,305218736,04-04-2025 17:29,Salary Deposit,,50138.39
TXN4001620,924583611,17-06-2025 03:13,Insurance Premium,9979.49,
TXN4001621,192139634,24-09-2025 09:13,Fuel Expense,3747.57,
TXN4001622,259331851,23-04-2025 04:00,Freelance Payment,,7200.33
TXN4001623,544914915,30-10-2025 17:41,Online Shopping - Flipkart,3103.19,
TXN4001624,924583611,02-08-2025 08:34,Salary Deposit,,96952.07
TXN4001625,957129235,29-06-2025 17:10,Refund - Online Purchase,,3862.92
TXN4001626,305218736,11-04-2025 23:05,Fuel Expense,3377.74,
TXN4001627,544914915,28-10-2025 04:38,UPI Payment,1332.73,
TXN4001628,544914915,24-01-2025 01:44,Swiggy Instamart,1755.93,
TXN4001629,578818953,28-01-2025 19:03,Investment Dividend,,2732.99
TXN4001630,305218736,23-09-2025 13:08,Grocery Purchase,1772.47,
TXN4001631,635153307,15-01-2025 03:16,Online Shopping - Flipkart,4888.13,
TXN4001632,578818953,22-02-2025 03:42,ATM Withdrawal,17747.73,
TXN4001633,578818953,09-03-2025 23:05,UPI Payment,592.09,
TXN4001634,924583611,19-03-2025 02:49,Utility Bill - Electricity,2401.85,
TXN4001635,635153307,15-02-2025 15:22,UPI Payment,1022.03,
TXN4001636,305218736,30-04-2025 06:31,Subscription Renewal,489.54,
TXN4001637,560058708,09-01-2025 18:15,Transfer to Friend,7768.53,
TXN4001638,578818953,08-04-2025 04:01,UPI Payment,1746.14,
TXN4001639,305218736,10-06-2025 07:12,Swiggy Instamart,872.52,
TXN4001640,924583611,21-04-2025 11:01,Transfer to Friend,12609.52,
TXN4001641,305218736,09-06-2025 10:16,Subscription Renewal,1315.81,
TXN4001642,305218736,17-07-2025 03:24,Grocery Purchase,2752.52,
TXN4001643,544914915,07-05-2025 13:36,Salary Deposit,,83582.91
TXN4001644,635153307,30-03-2025 13:06,Online Shopping - Amazon,4690.19,
TXN4001645,957129235,15-01-2025 23:02,Mutual Fund SIP,6988.77,
TXN4001646,259331851,28-10-2025 08:16,Zomato Order,951.64,
TXN4001647,635153307,23-06-2025 03:18,Refund - Online Purchase,,3316.86
TXN4001648,924583611,13-10-2025 08:15,Freelance Payment,,17568.18
TXN4001649,544914915,13-10-2025 03:57,Mutual Fund SIP,14690.01,
TXN4001650,957129235,14-03-2025 08:51,Zomato Order,1490.55,
TXN4001651,635153307,09-09-2025 14:58,Investment Dividend,,3608.11
TXN4001652,560058708,30-05-2025 05:31,UPI Payment,1036.04,
TXN4001653,957129235,01-08-2025 17:00,Freelance Payment,,27742.37
TXN4001654,957129235,21-02-2025 17:54,Restaurant Bill,1975.10,
TXN4001655,957129235,01-01-2025 03:19,Mutual Fund SIP,12746.87,
TXN4001656,305218736,09-06-2025 10:06,Restaurant Bill,3019.41,
TXN4001657,259331851,06-01-2025 01:07,Insurance Premium,4011.79,
TXN4001658,573064860,02-07-2025 15:05,Online Shopping - Amazon,3747.46,
TXN4001659,305218736,09-08-2025 04:13,Grocery Purchase,944.95,
TXN4001660,957129235,11-06-2025 02:50,Investment Dividend,,7640.28
TXN4001661,305218736,16-03-2025 19:11,Online Shopping - Amazon,2385.56,
TXN4001662,573064860,23-08-2025 10:16,Mutual Fund SIP,2137.72,
TXN4001663,259331851,17-04-2025 15:54,Zomato Order,565.64,
TXN4001664,635153307,31-05-2025 00:57,Swiggy Instamart,989.48,
TXN4001665,924583611,08-01-2025 17:06,Restaurant Bill,1125.19,
TXN4001666,573064860,08-06-2025 16:32,Salary Deposit,,75215.55
TXN4001667,578818953,15-06-2025 23:06,Fuel Expense,2822.32,
TXN4001668,573064860,23-02-2025 16:24,Online Shopping - Amazon,4130.76,
TXN4001669,544914915,02-07-2025 23:57,Restaurant Bill,1392.24,
TXN4001670,560058708,13-06-2025 00:38,Fuel Expense,2014.79,
TXN4001671,957129235,13-10-2025 01:26,Online Shopping - Flipkart,1708.38,
TXN4001672,957129235,23-02-2025 12:14,Online Shopping - Flipkart,1081.79,
TXN4001673,924583611,13-09-2025 08:21,Online Shopping - Flipkart,2859.20,
TXN4001674,573064860,11-01-2025 02:11,Cash Deposit,,58330.96
TXN4001675,544914915,07-07-2025 03:45,ATM Withdrawal,11561.05,
TXN4001676,560058708,13-06-2025 02:54,Insurance Premium,11791.07,
TXN4001677,192139634,05-01-2025 22:32,Grocery Purchase,1052.48,
TXN4001678,924583611,16-01-2025 09:50,Mutual Fund SIP,13312.69,
TXN4001679,259331851,29-09-2025 13:30,Online Shopping - Flipkart,1126.81,
TXN4001680,560058708,10-03-2025 06:25,Online Shopping - Amazon,5839.32,
TXN4001681,305218736,10-10-2025 05:12,Restaurant Bill,2270.14,
TXN4001682,924583611,20-08-2025 10:47,ATM Withdrawal,4929.25,
TXN4001683,573064860,27-03-2025 00:06,Grocery Purchase,3903.49,
TXN4001684,578818953,13-01-2025 01:41,Mutual Fund SIP,1584.74,
TXN4001685,544914915,23-06-2025 03:49,Restaurant Bill,1298.63,
TXN4001686,924583611,19-10-2025 07:37,Fuel Expense,1502.38,
TXN4001687,544914915,14-03-2025 10:50,Refund - Online Purchase,,503.14
TXN4001688,573064860,31-08-2025 01:41,Interest Credit,,169.58
TXN4001689,192139634,13-03-2025 08:00,Subscription Renewal,1309.25,
TXN4001690,259331851,14-10-2025 00:40,Refund - Online Purchase,,1761.50
TXN4001691,924583611,16-09-2025 16:14,Mutual Fund SIP,7439.45,
TXN4001692,560058708,10-09-2025 17:14,Online Shopping - Amazon,3634.85,
TXN4001693,560058708,10-02-2025 16:52,Swiggy Instamart,1056.16,
TXN4001694,573064860,05-09-2025 10:44,Interest Credit,,131.71
TXN4001695,924583611,23-04-2025 02:14,Cash Deposit,,56385.23
TXN4001696,305218736,16-10-2025 21:02,ATM Withdrawal,16458.83,
TXN4001697,578818953,16-08-2025 05:43,Fuel Expense,3235.51,
TXN4001698,560058708,13-01-2025 07:33,Investment Dividend,,1781.61
TXN4001699,192139634,17-01-2025 01:41,Restaurant Bill,2150.24,
TXN4001700,635153307,17-01-2025 21:36,Transfer to Friend,23336.44,
TXN4001701,259331851,29-08-2025 20:00,Interest Credit,,252.81
TXN4001702,924583611,18-09-2025 17:45,Investment Dividend,,5454.45
TXN4001703,957129235,11-09-2025 10:42,Mutual Fund SIP,11042.68,
TXN4001704,544914915,30-07-2025 01:50,UPI Payment,219.31,
TXN4001705,259331851,24-08-2025 03:30,Restaurant Bill,2816.24,
TXN4001706,259331851,24-01-2025 11:40,Mutual Fund SIP,4842.54,
TXN4001707,573064860,16-06-2025 10:45,Insurance Premium,7658.74,
TXN4001708,192139634,09-10-2025 01:22,Interest Credit,,174.03
TXN4001709,560058708,31-10-2025 03:44,Subscription Renewal,747.17,
TXN4001710,924583611,28-03-2025 03:35,Zomato Order,1472.49,
TXN4001711,544914915,02-01-2025 13:55,ATM Withdrawal,10716.47,
TXN4001712,305218736,18-06-2025 02:19,Utility Bill - Electricity,2675.93,
TXN4001713,305218736,18-10-2025 17:19,Online Shopping - Flipkart,1260.77,
TXN4001714,560058708,30-04-2025 04:20,ATM Withdrawal,11449.69,
TXN4001715,924583611,01-06-2025 13:02,Interest Credit,,414.80
TXN4001716,544914915,30-07-2025 13:26,Refund - Online Purchase,,2589.57
TXN4001717,578818953,17-08-2025 17:59,Mutual Fund SIP,9350.84,
TXN4001718,957129235,31-08-2025 01:10,Restaurant Bill,2226.09,
TXN4001719,544914915,06-07-2025 12:44,Interest Credit,,438.91
TXN4001720,635153307,25-06-2025 03:43,Restaurant Bill,1373.64,
TXN4001721,924583611,26-07-2025 10:12,Subscription Renewal,578.53,
TXN4001722,305218736,28-02-2025 00:09,Interest Credit,,229.01
TXN4001723,192139634,10-09-2025 02:52,Online Shopping - Flipkart,3918.04,
TXN4001724,573064860,06-01-2025 23:44,Utility Bill - Electricity,3842.23,
TXN4001725,544914915,15-06-2025 20:49,Interest Credit,,354.88
TXN4001726,560058708,26-07-2025 09:12,Subscription Renewal,353.09,
